title,description,property_type,location,price_current,price_5_10_years_ago,legal_status,building_quality,previous_owners,furniture,area,frontage,road_width,bedrooms,bathrooms,toilets,stories,house_direction,balcony_direction,phone,email
"Bán Nhà phố thương mại (Shophouse) diện tích 209m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Nhà phố thương mại (Shophouse), diện tích 209m2, mặt tiền 5.7m, đường vào rộng 13.7m. Nhà hướng Đông Nam, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà phố thương mại (Shophouse),TP. Bắc Ninh,14349000000.0,7413000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Nội thất đầy đủ / Cao cấp,209,5.7,13.7,4,4,4,4,Đông Nam,Đông,0933465520,chubatdongsan245@gmail.com
"Bán Khu nghỉ dưỡng diện tích 236m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Khu nghỉ dưỡng, diện tích 236m2, mặt tiền 5.7m, đường vào rộng 11.6m. Nhà hướng Đông Nam, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Quận Nam Từ Liêm, Hà Nội",24429000000.0,12226000000.0,Sổ đỏ/Sổ hồng,Trung bình,3,Nội thất cơ bản,236,5.7,11.6,4,3,3,3,Đông Nam,Tây Bắc,0984020480,chubatdongsan246@gmail.com
"Bán Căn hộ chung cư diện tích 156m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Căn hộ chung cư, diện tích 156m2, mặt tiền 9.4m, đường vào rộng 7.8m. Nhà hướng Bắc, ban công Tây Nam. Pháp lý: Giấy tờ viết tay, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,TP. Bắc Ninh,18923000000.0,11822000000.0,Giấy tờ viết tay,Trung bình,3,Nội thất đầy đủ / Cao cấp,156,9.4,7.8,3,2,2,5,Bắc,Tây Nam,0983724243,chubatdongsan247@gmail.com
"Bán Khu nghỉ dưỡng diện tích 85m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Khu nghỉ dưỡng, diện tích 85m2, mặt tiền 10.1m, đường vào rộng 8.0m. Nhà hướng Đông, ban công Đông. Pháp lý: Đang chờ sổ, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Quận Nam Từ Liêm, Hà Nội",10597000000.0,5369000000.0,Đang chờ sổ,Mới xây,2,Nội thất cơ bản,85,10.1,8.0,2,4,4,4,Đông,Đông,0969414068,chubatdongsan248@gmail.com
"Bán Biệt thự diện tích 243m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Biệt thự, diện tích 243m2, mặt tiền 10.0m, đường vào rộng 14.1m. Nhà hướng Đông Bắc, ban công Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận Nam Từ Liêm, Hà Nội",14118000000.0,9116000000.0,Sổ đỏ/Sổ hồng,Mới xây,1,Không nội thất,243,10.0,14.1,3,4,4,5,Đông Bắc,Nam,0932403427,chubatdongsan249@gmail.com
"Bán Căn hộ chung cư diện tích 43m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Căn hộ chung cư, diện tích 43m2, mặt tiền 4.1m, đường vào rộng 19.9m. Nhà hướng Bắc, ban công Bắc. Pháp lý: Đang chờ sổ, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Thành phố Thủ Đức, TP.HCM",5529000000.0,3446000000.0,Đang chờ sổ,Trung bình,2,Nội thất đầy đủ / Cao cấp,43,4.1,19.9,3,1,1,4,Bắc,Bắc,0946816763,chubatdongsan250@gmail.com
"Bán Khu nghỉ dưỡng diện tích 57m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Khu nghỉ dưỡng, diện tích 57m2, mặt tiền 13.5m, đường vào rộng 13.9m. Nhà hướng Tây Bắc, ban công Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Quận 1, TP.HCM",6243000000.0,3528000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Nội thất cơ bản,57,13.5,13.9,1,3,3,3,Tây Bắc,Nam,0930602307,chubatdongsan251@gmail.com
"Bán Biệt thự diện tích 107m2 chính chủ, vị trí đẹp tại Quận 7, TP.HCM","Cần bán gấp Biệt thự, diện tích 107m2, mặt tiền 6.2m, đường vào rộng 12.0m. Nhà hướng Đông Nam, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận 7, TP.HCM",6644000000.0,4298000000.0,Sổ đỏ/Sổ hồng,Mới xây,3,Nội thất cơ bản,107,6.2,12.0,5,4,4,1,Đông Nam,Tây Bắc,0967245800,chubatdongsan252@gmail.com
"Bán Nhà phố thương mại (Shophouse) diện tích 245m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Nhà phố thương mại (Shophouse), diện tích 245m2, mặt tiền 4.6m, đường vào rộng 15.2m. Nhà hướng Đông Nam, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Nhà phố thương mại (Shophouse),"Thành phố Thủ Đức, TP.HCM",11719000000.0,5819000000.0,Sổ đỏ/Sổ hồng,Mới xây,3,Nội thất cơ bản,245,4.6,15.2,4,1,1,3,Đông Nam,Đông,0915015551,chubatdongsan253@gmail.com
"Bán Khu nghỉ dưỡng diện tích 183m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Khu nghỉ dưỡng, diện tích 183m2, mặt tiền 13.7m, đường vào rộng 10.4m. Nhà hướng Đông Nam, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Quận 1, TP.HCM",11443000000.0,6082000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Nội thất đầy đủ / Cao cấp,183,13.7,10.4,2,4,4,1,Đông Nam,Đông Nam,0958294603,chubatdongsan254@gmail.com
"Bán Biệt thự diện tích 43m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Biệt thự, diện tích 43m2, mặt tiền 14.5m, đường vào rộng 3.1m. Nhà hướng Tây Bắc, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận Cầu Giấy, Hà Nội",5058000000.0,2977000000.0,Sổ đỏ/Sổ hồng,Trung bình,1,Nội thất cơ bản,43,14.5,3.1,4,1,1,1,Tây Bắc,Tây Bắc,0933413609,chubatdongsan255@gmail.com
"Bán Nhà riêng diện tích 216m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Nhà riêng, diện tích 216m2, mặt tiền 13.3m, đường vào rộng 12.1m. Nhà hướng Đông Nam, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Cần sửa chữa. Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận Cầu Giấy, Hà Nội",20581000000.0,11103000000.0,Sổ đỏ/Sổ hồng,Cần sửa chữa,2,Không nội thất,216,13.3,12.1,4,1,1,5,Đông Nam,Đông Bắc,0967033002,chubatdongsan256@gmail.com
"Bán Kho diện tích 36m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Kho, diện tích 36m2, mặt tiền 12.7m, đường vào rộng 19.2m. Nhà hướng Nam, ban công Nam. Pháp lý: Hợp đồng mua bán, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Kho,"Quận Nam Từ Liêm, Hà Nội",4117000000.0,2626000000.0,Hợp đồng mua bán,Còn mới (80-90%),1,Không nội thất,36,12.7,19.2,5,3,3,3,Nam,Nam,0964021286,chubatdongsan257@gmail.com
"Bán Nhà riêng diện tích 32m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Nhà riêng, diện tích 32m2, mặt tiền 10.9m, đường vào rộng 5.2m. Nhà hướng Tây Nam, ban công Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận Đống Đa, Hà Nội",2738000000.0,1345000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Nội thất cơ bản,32,10.9,5.2,4,4,4,4,Tây Nam,Nam,0948041288,chubatdongsan258@gmail.com
"Bán Kho diện tích 140m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Kho, diện tích 140m2, mặt tiền 9.6m, đường vào rộng 14.4m. Nhà hướng Tây Bắc, ban công Tây. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Kho,TP. Bắc Ninh,14257000000.0,8175000000.0,Sổ đỏ/Sổ hồng,Mới xây,1,Nội thất đầy đủ / Cao cấp,140,9.6,14.4,4,3,3,3,Tây Bắc,Tây,0986692527,chubatdongsan259@gmail.com
"Bán Chung cư mini diện tích 267m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Chung cư mini, diện tích 267m2, mặt tiền 4.0m, đường vào rộng 5.6m. Nhà hướng Đông Bắc, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Chung cư mini,TP. Bắc Ninh,12281000000.0,7128000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Nội thất cơ bản,267,4.0,5.6,3,1,1,5,Đông Bắc,Đông,0911208957,chubatdongsan260@gmail.com
"Bán Chung cư mini diện tích 268m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Chung cư mini, diện tích 268m2, mặt tiền 7.9m, đường vào rộng 11.6m. Nhà hướng Tây Nam, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Chung cư mini,"Quận Nam Từ Liêm, Hà Nội",18967000000.0,11209000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Nội thất cơ bản,268,7.9,11.6,5,2,2,1,Tây Nam,Đông Bắc,0961473414,chubatdongsan261@gmail.com
"Bán Chung cư mini diện tích 256m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Chung cư mini, diện tích 256m2, mặt tiền 7.5m, đường vào rộng 3.7m. Nhà hướng Bắc, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Chung cư mini,"Quận Đống Đa, Hà Nội",24076000000.0,12603000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Không nội thất,256,7.5,3.7,1,4,4,5,Bắc,Đông Nam,0952719684,chubatdongsan262@gmail.com
"Bán Nhà phố thương mại (Shophouse) diện tích 44m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Nhà phố thương mại (Shophouse), diện tích 44m2, mặt tiền 6.1m, đường vào rộng 10.1m. Nhà hướng Đông Bắc, ban công Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà phố thương mại (Shophouse),"Quận 1, TP.HCM",2674000000.0,1449000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Nội thất cơ bản,44,6.1,10.1,2,2,2,2,Đông Bắc,Nam,0960856306,chubatdongsan263@gmail.com
"Bán Nhà riêng diện tích 221m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Nhà riêng, diện tích 221m2, mặt tiền 11.7m, đường vào rộng 15.6m. Nhà hướng Tây Nam, ban công Nam. Pháp lý: Đang chờ sổ, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận Cầu Giấy, Hà Nội",23791000000.0,14832000000.0,Đang chờ sổ,Mới xây,2,Nội thất đầy đủ / Cao cấp,221,11.7,15.6,4,4,4,2,Tây Nam,Nam,0965950884,chubatdongsan264@gmail.com
"Bán Kho diện tích 148m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Kho, diện tích 148m2, mặt tiền 9.0m, đường vào rộng 8.3m. Nhà hướng Tây, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Kho,TP. Bắc Ninh,9503000000.0,4876000000.0,Sổ đỏ/Sổ hồng,Mới xây,3,Nội thất cơ bản,148,9.0,8.3,2,3,3,4,Tây,Đông Bắc,0969507174,chubatdongsan265@gmail.com
"Bán Biệt thự diện tích 57m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Biệt thự, diện tích 57m2, mặt tiền 4.0m, đường vào rộng 14.0m. Nhà hướng Đông Nam, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Biệt thự,"Thành phố Thủ Đức, TP.HCM",6254000000.0,3881000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất đầy đủ / Cao cấp,57,4.0,14.0,1,3,3,5,Đông Nam,Tây Bắc,0974773330,chubatdongsan266@gmail.com
"Bán Căn hộ chung cư diện tích 231m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Căn hộ chung cư, diện tích 231m2, mặt tiền 5.6m, đường vào rộng 16.3m. Nhà hướng Tây, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Quận Đống Đa, Hà Nội",17528000000.0,10090000000.0,Sổ đỏ/Sổ hồng,Mới xây,3,Nội thất cơ bản,231,5.6,16.3,2,3,3,4,Tây,Tây Bắc,0926780412,chubatdongsan267@gmail.com
"Bán Biệt thự diện tích 68m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Biệt thự, diện tích 68m2, mặt tiền 11.2m, đường vào rộng 18.7m. Nhà hướng Đông, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận 1, TP.HCM",6762000000.0,4122000000.0,Sổ đỏ/Sổ hồng,Mới xây,1,Không nội thất,68,11.2,18.7,1,3,3,4,Đông,Đông,0919938256,chubatdongsan268@gmail.com
"Bán Căn hộ chung cư diện tích 260m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Căn hộ chung cư, diện tích 260m2, mặt tiền 3.9m, đường vào rộng 6.2m. Nhà hướng Đông, ban công Tây Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Cần sửa chữa. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Quận Cầu Giấy, Hà Nội",13035000000.0,7838000000.0,Sổ đỏ/Sổ hồng,Cần sửa chữa,3,Nội thất đầy đủ / Cao cấp,260,3.9,6.2,3,3,3,2,Đông,Tây Nam,0963989567,chubatdongsan269@gmail.com
"Bán Nhà mặt phố diện tích 115m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Nhà mặt phố, diện tích 115m2, mặt tiền 13.2m, đường vào rộng 9.2m. Nhà hướng Tây Nam, ban công Tây. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà mặt phố,"Thành phố Thủ Đức, TP.HCM",5556000000.0,2863000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Nội thất cơ bản,115,13.2,9.2,4,2,2,4,Tây Nam,Tây,0932907093,chubatdongsan270@gmail.com
"Bán Biệt thự diện tích 155m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Biệt thự, diện tích 155m2, mặt tiền 8.9m, đường vào rộng 4.7m. Nhà hướng Tây, ban công Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận Đống Đa, Hà Nội",17879000000.0,10311000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Nội thất đầy đủ / Cao cấp,155,8.9,4.7,1,3,3,2,Tây,Nam,0984251591,chubatdongsan271@gmail.com
"Bán Khu nghỉ dưỡng diện tích 54m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Khu nghỉ dưỡng, diện tích 54m2, mặt tiền 8.8m, đường vào rộng 19.9m. Nhà hướng Tây Bắc, ban công Tây Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Quận Nam Từ Liêm, Hà Nội",3525000000.0,2212000000.0,Sổ đỏ/Sổ hồng,Trung bình,2,Nội thất đầy đủ / Cao cấp,54,8.8,19.9,2,1,1,1,Tây Bắc,Tây Nam,0989176060,chubatdongsan272@gmail.com
"Bán Khu nghỉ dưỡng diện tích 174m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Khu nghỉ dưỡng, diện tích 174m2, mặt tiền 10.1m, đường vào rộng 18.7m. Nhà hướng Đông Bắc, ban công Tây Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Cần sửa chữa. Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Quận Nam Từ Liêm, Hà Nội",19370000000.0,10721000000.0,Sổ đỏ/Sổ hồng,Cần sửa chữa,3,Không nội thất,174,10.1,18.7,4,1,1,5,Đông Bắc,Tây Nam,0970190273,chubatdongsan273@gmail.com
"Bán Trang trại diện tích 42m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Trang trại, diện tích 42m2, mặt tiền 12.9m, đường vào rộng 11.7m. Nhà hướng Tây, ban công Tây. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Trang trại,"Quận Nam Từ Liêm, Hà Nội",5838000000.0,3762000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Không nội thất,42,12.9,11.7,3,2,2,4,Tây,Tây,0932986990,chubatdongsan274@gmail.com
"Bán Nhà riêng diện tích 241m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Nhà riêng, diện tích 241m2, mặt tiền 7.2m, đường vào rộng 17.2m. Nhà hướng Đông, ban công Tây Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Nhà riêng,TP. Bắc Ninh,14116000000.0,7861000000.0,Sổ đỏ/Sổ hồng,Trung bình,3,Nội thất đầy đủ / Cao cấp,241,7.2,17.2,4,4,4,2,Đông,Tây Nam,0927636027,chubatdongsan275@gmail.com
"Bán Căn hộ chung cư diện tích 54m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Căn hộ chung cư, diện tích 54m2, mặt tiền 11.1m, đường vào rộng 11.4m. Nhà hướng Tây, ban công Tây Nam. Pháp lý: Đang chờ sổ, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Quận 1, TP.HCM",3906000000.0,1970000000.0,Đang chờ sổ,Còn mới (80-90%),3,Nội thất cơ bản,54,11.1,11.4,1,1,1,3,Tây,Tây Nam,0930841553,chubatdongsan276@gmail.com
"Bán Căn hộ chung cư diện tích 97m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Căn hộ chung cư, diện tích 97m2, mặt tiền 9.8m, đường vào rộng 13.2m. Nhà hướng Tây Bắc, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Quận Nam Từ Liêm, Hà Nội",9824000000.0,5366000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Không nội thất,97,9.8,13.2,3,4,4,4,Tây Bắc,Tây Bắc,0957301994,chubatdongsan277@gmail.com
"Bán Nhà riêng diện tích 96m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Nhà riêng, diện tích 96m2, mặt tiền 6.2m, đường vào rộng 3.6m. Nhà hướng Tây, ban công Tây Bắc. Pháp lý: Đang chờ sổ, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà riêng,TP. Bắc Ninh,11455000000.0,7352000000.0,Đang chờ sổ,Còn mới (80-90%),3,Không nội thất,96,6.2,3.6,2,2,2,1,Tây,Tây Bắc,0954607689,chubatdongsan278@gmail.com
"Bán Nhà phố thương mại (Shophouse) diện tích 262m2 chính chủ, vị trí đẹp tại Quận 7, TP.HCM","Cần bán gấp Nhà phố thương mại (Shophouse), diện tích 262m2, mặt tiền 13.5m, đường vào rộng 15.6m. Nhà hướng Đông Bắc, ban công Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà phố thương mại (Shophouse),"Quận 7, TP.HCM",29875000000.0,15964000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Không nội thất,262,13.5,15.6,3,4,4,1,Đông Bắc,Bắc,0913636119,chubatdongsan279@gmail.com
"Bán Trang trại diện tích 138m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Trang trại, diện tích 138m2, mặt tiền 12.6m, đường vào rộng 4.3m. Nhà hướng Bắc, ban công Đông Nam. Pháp lý: Đang chờ sổ, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Trang trại,TP. Bắc Ninh,11672000000.0,7325000000.0,Đang chờ sổ,Còn mới (80-90%),3,Nội thất đầy đủ / Cao cấp,138,12.6,4.3,3,4,4,3,Bắc,Đông Nam,0930334211,chubatdongsan280@gmail.com
"Bán Nhà phố thương mại (Shophouse) diện tích 175m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Nhà phố thương mại (Shophouse), diện tích 175m2, mặt tiền 10.9m, đường vào rộng 16.9m. Nhà hướng Tây Bắc, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà phố thương mại (Shophouse),"Quận Cầu Giấy, Hà Nội",18532000000.0,11672000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Không nội thất,175,10.9,16.9,5,4,4,2,Tây Bắc,Đông,0945221540,chubatdongsan281@gmail.com
"Bán Nhà phố thương mại (Shophouse) diện tích 140m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Nhà phố thương mại (Shophouse), diện tích 140m2, mặt tiền 13.2m, đường vào rộng 16.1m. Nhà hướng Đông, ban công Tây Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Nhà phố thương mại (Shophouse),TP. Bắc Ninh,7920000000.0,4273000000.0,Sổ đỏ/Sổ hồng,Mới xây,1,Nội thất cơ bản,140,13.2,16.1,3,4,4,4,Đông,Tây Nam,0912853507,chubatdongsan282@gmail.com
"Bán Nhà phố thương mại (Shophouse) diện tích 257m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Nhà phố thương mại (Shophouse), diện tích 257m2, mặt tiền 13.4m, đường vào rộng 14.8m. Nhà hướng Đông Bắc, ban công Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà phố thương mại (Shophouse),"Quận 1, TP.HCM",30776000000.0,15208000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Nội thất cơ bản,257,13.4,14.8,3,2,2,2,Đông Bắc,Bắc,0936947160,chubatdongsan283@gmail.com
"Bán Nhà riêng diện tích 140m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Nhà riêng, diện tích 140m2, mặt tiền 11.5m, đường vào rộng 2.7m. Nhà hướng Tây, ban công Đông Nam. Pháp lý: Hợp đồng mua bán, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Nhà riêng,"Thành phố Thủ Đức, TP.HCM",16601000000.0,10013000000.0,Hợp đồng mua bán,Mới xây,1,Nội thất cơ bản,140,11.5,2.7,4,1,1,1,Tây,Đông Nam,0926450961,chubatdongsan284@gmail.com
"Bán Nhà phố thương mại (Shophouse) diện tích 63m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Nhà phố thương mại (Shophouse), diện tích 63m2, mặt tiền 13.0m, đường vào rộng 7.5m. Nhà hướng Tây, ban công Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà phố thương mại (Shophouse),TP. Bắc Ninh,3745000000.0,1996000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Không nội thất,63,13.0,7.5,2,3,3,2,Tây,Bắc,0968125052,chubatdongsan285@gmail.com
"Bán Khu nghỉ dưỡng diện tích 140m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Khu nghỉ dưỡng, diện tích 140m2, mặt tiền 11.4m, đường vào rộng 6.7m. Nhà hướng Bắc, ban công Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Quận Nam Từ Liêm, Hà Nội",9154000000.0,5612000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Nội thất đầy đủ / Cao cấp,140,11.4,6.7,4,4,4,1,Bắc,Bắc,0993214330,chubatdongsan286@gmail.com
"Bán Chung cư mini diện tích 293m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Chung cư mini, diện tích 293m2, mặt tiền 11.2m, đường vào rộng 8.5m. Nhà hướng Đông, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Chung cư mini,"Quận Cầu Giấy, Hà Nội",14468000000.0,8033000000.0,Sổ đỏ/Sổ hồng,Trung bình,3,Không nội thất,293,11.2,8.5,4,1,1,2,Đông,Đông,0928931543,chubatdongsan287@gmail.com
"Bán Nhà mặt phố diện tích 265m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Nhà mặt phố, diện tích 265m2, mặt tiền 10.4m, đường vào rộng 3.6m. Nhà hướng Đông, ban công Đông. Pháp lý: Đang chờ sổ, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Nhà mặt phố,"Quận Đống Đa, Hà Nội",16960000000.0,9540000000.0,Đang chờ sổ,Trung bình,2,Nội thất đầy đủ / Cao cấp,265,10.4,3.6,1,1,1,3,Đông,Đông,0914070081,chubatdongsan288@gmail.com
